店名,住所,台数
タイトーステーションキャナルシティ博多店,福岡県福岡市博多区住吉１－２－２２ キャナルシティ博多・ＯＰＡ,1台
タイトーステーションマリノア,福岡県福岡市西区小戸２－２７０４－２ ピアウォークマリノアシティ２階,1台
タイトーステーション博多パピヨンプラザ店,福岡県福岡市博多区千代１－２－１７ パピヨンプラザ,1台
タイトーステーション福岡天神店,福岡県福岡市中央区天神２ー６ー３５ サザンクロスビル,3台
ビックカメラ天神2号館,福岡県福岡市中央区天神2-4-5 ビックカメラ天神2号館6階 オモチャ売リ場,1台
モーリーファンタジーマリナタウン店,福岡県福岡市西区豊浜3-1-10 イオンマリナタウン,3台
モーリーファンタジー原店,福岡県福岡市早良区原６丁目２７番８号 イオン原３階,3台
モーリーファンタジー福岡伊都店,福岡県福岡市西区北原一丁目2番1号 イオン福岡伊都3階,4台
モーリーファンタジー福重店,福岡県福岡市西区拾六町1ー7ー1 イオン福重3F,1台
モーリーファンタジー笹丘店,福岡県福岡市中央区笹丘1-28-74 ダイエー笹丘地下1階,2台
モーリーファンタジー香椎浜店,福岡県福岡市東区香椎浜3-12-1 イオン香椎浜,4台
ヨドバシカメラマルチメディア博多,福岡県福岡市博多区博多駅中央街６－１２ ヨドバシカメラマルチメディア博多,2台
楽市楽座イオンモール福岡伊都店,福岡県福岡市西区北原一丁目2番1号 イオン福岡伊都2階,1台
楽市街道箱崎店２Ｆ,福岡県福岡市東区箱崎５丁目１番８号 楽市街道箱崎,1台
遊遊パーク フォレオ博多,福岡県福岡市博多区東那珂１－１４－４６ フォレオ博多２Ｆ,1台
トイザらス福津店,福岡県福津市７９３イオンモール福津店３F イオンモール福津,1台
モーリーファンタジー福津店,福岡県福津市日蒔野6丁目16番地の1 イオンモール福津2階,2台
楽市楽座イオンモール福津店,福岡県福津市７９３ イオンモール福津３階,1台
モーリーファンタジー筑後店,福岡県筑後市大字上北島字井原口1259-1 トライアル筑後1F,1台
MrMax筑紫野店,福岡県筑紫野市大字原田８３６－２０ シュロアモール筑紫野,1台
namcoゆめタウン筑紫野店,福岡県筑紫野市針摺東3-3-1 ゆめタウン筑紫野,1台
モーリーファンタジー筑紫野店,福岡県筑紫野市立明寺434-1 イオンモール筑紫野,4台
楽市楽座イオンモール筑紫野店,福岡県筑紫野市立明寺４３４－１－３３７ イオンモール筑紫野,1台
楽市楽座行橋店,福岡県行橋市西泉６－１－１ コスタ行橋,1台
モーリーファンタジー飯塚店,福岡県飯塚市徳前1-4 トライアル飯塚1階,2台
楽市楽座イオン穂波店,福岡県飯塚市枝国長浦６６６－４８ イオン穂波２階,1台
モーリーファンタジー大木店,福岡県三潴郡大木町蛭池1200番地 イオンスーパーセンター大木1階,2台
ふぇすたらんど苅田店,福岡県京都郡苅田町殿川町１－７ サンリブエル苅田１階,1台
MrMax粕屋店,福岡県糟屋郡粕屋町仲原２７１４ ＭｒＭａｘ粕屋,1台
トイザらス福岡かすや店,福岡県糟屋郡粕屋町大字酒殿字老ノ木１９２ イオンモール福岡ルクル１Ｆ,1台
ピノキオランド宇美店,福岡県糟屋郡宇美町宇美４－８－１ ライフプラザユービオス３Ｆ,1台
モーリーファンタジー福岡店,福岡県糟屋郡粕屋町大字酒殿字老ノ木１９２－１ イオンモール福岡２階,4台
楽市楽座イオンモール福岡ルクル店,福岡県糟屋郡粕屋町大字酒殿字老ノ木１９２－１ イオンモール福岡ルクル２階,2台
楽市楽座２１０トリアス店,福岡県糟屋郡久山町山田９９０ 楽市楽座２１０トリアス,1台
プレイランド筑紫野ベレッサ,福岡県818-0034 筑紫野市美しが丘南1‐12-1,1台
